"ARZone","Site","Year","Studytype","StudyCode","Sno","FarmerID","Vilage","Sub.village","Maize.variety","Treat","Fertilizer.type","MaizeYld","MzYld_RatioMax","MzYld_Ratio5.","PlantDEnsity","ISFM_Comps","ISFM_comment","Fertilizer","ImprVar","Intercrop","SWC","Man_Appl","FreqMan","DistHome","LandscapePosition","M_Gender","Lat","Long","GrossMargins","Grain.N...","Grain.P...","DataOwner","ISFM_i"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MDT039","Madoto                                     ","Ngaya                             ","STUKA","IP","DAP",4.67,0.412180052956752,0.682748538011696,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH001","Maguha                                     ","Kambini                           ","NATA104","IP","DAP",2.282,0.201412180052957,0.333625730994152,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH002","Maguha                                     ","Kanisani                          ","STAHA","IP","DAP",2.2017,0.19432480141218,0.321885964912281,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH007","Maguha                                     ","Kambini                           ","TANH600","IP","DAP",4.679,0.41297440423654,0.68406432748538,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH009","Maguha                                     ","Kibaoni                           ","K6Q","IP","DAP",3.3,0.29126213592233,0.482456140350877,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH009","Maguha                                     ","Kibaoni                           ","TANH600","IP","DAP",4.422,0.390291262135922,0.646491228070175,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH013","Maguha                                     ","Kanisani                          ","STUKA","IP","DAP",3.3253,0.293495145631068,0.486154970760234,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH022","Maguha                                     ","Kambini                           ","K6Q","IP","DAP",4.4,0.388349514563107,0.64327485380117,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH022","Maguha                                     ","Kambini                           ","TANH600","IP","DAP",4.62,0.407766990291262,0.675438596491228,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MGH027","Maguha                                     ","Kambini                           ","NATA105","IP","DAP",1.1652,0.102842012356575,0.170350877192982,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",132,"NGL004","Ng'ole                                     ","Ng'ole                            ","NATA104","IP","DAP",6.8265306122449,0.602518147594431,0.998030791263874,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"NGL004","Ng'ole                                     ","Ng'ole                            ","TANH600","IP","DAP",9.26530612244898,0.817767530666283,1.35457691848669,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",133,"NGL005","Ng'ole                                     ","Ng'ole A                          ","K6Q","IP","DAP",3.39,0.299205648720212,0.495614035087719,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",135,"NGL007","Ng'ole                                     ","Ng'ole                            ","TANH600","IP","DAP",3.3465,0.295366284201236,0.489254385964912,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",139,"NGL011","Ng'ole                                     ","Ng'ole                            ","NATA104","IP","DAP",6.81632653061224,0.601617522560657,0.996538966463778,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"NGL011","Ng'ole                                     ","Ng'ole                            ","TANH600","IP","DAP",9.02673469387755,0.796710917376659,1.31969805466046,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",141,"NGL013","Ng'ole                                     ","Ng'ole                            ","STUKA","IP","DAP",3.35,0.29567519858782,0.489766081871345,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"NGL013","Ng'ole                                     ","Ng'ole                            ","TANH600","IP","DAP",3.38,0.298323036187114,0.494152046783626,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"NGL016","Ng'ole                                     ","Ng'ole                            ","STUKA","IP","DAP",4.5,0.397175639894086,0.657894736842105,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"NGL016","Ng'ole                                     ","Ng'ole                            ","TANH600","IP","DAP",3.3,0.29126213592233,0.482456140350877,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",148,"NGL021","Ng'ole                                     ","Ng'ole                            ","NATA104","IP","DAP",0.84925,0.0749558693733451,0.124159356725146,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",151,"NGL024","Ng'ole                                     ","Ng'ole                            ","STAHA","IP","DAP",3.325,0.293468667255075,0.486111111111111,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",155,"NGL028","Ng'ole                                     ","Ng'ole A                          ","NATA105","IP","DAP",9.08163265306122,0.80155628005836,1.32772407208497,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"NGL028","Ng'ole                                     ","Ng'ole A                          ","TANH600","IP","DAP",9.29183673469388,0.820109155754093,1.35845566296694,NA,3,"Improved seeds, fertilizers plus little manure",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","Fertilizer + ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KBN001","Kibaoni                                    ","Rest house                        ","BUNZI JEKUNDU","FP","F/practice",0.16,0.0141218005295675,0.0233918128654971,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",2,"KBN002","Kibaoni                                    ","Rest house                        ","BUNZI JEKUNDU","FP","F/practice",1.105,0.0975286849073257,0.161549707602339,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KBN005","Kibaoni                                    ","Rest house                        ","BUNZI JEKUNDU","FP","F/practice",0.19,0.0167696381288614,0.0277777777777778,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KBN006","Kibaoni                                    ","Rest house                        ","BUNZI JEKUNDU","FP","F/practice",2.3469387755102,0.207143757767891,0.34311970402196,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KBN007","Kibaoni                                    ","Rest house                        ","BUNZI JEKUNDU","FP","F/practice",2.41224489795918,0.212907757984041,0.352667382742571,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KBN009","Kibaoni                                    ","Rest house                        ","BUNZI JEKUNDU","FP","F/practice",0.0725,0.00639894086496028,0.0105994152046784,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KBN010","Kibaoni                                    ","Rest house                        ","BUNZI JEKUNDU","FP","F/practice",0.1652,0.0145807590467785,0.0241520467836257,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KBN0011","Kibaoni                                    ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",2.30612244897959,0.203541257632797,0.337152404821578,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT001","Kitete                                     ","Madukani                          ","BUNZI JEKUNDU","FP","F/practice",1.12,0.0988526037069726,0.16374269005848,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT004","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.1987,0.0175375110326567,0.0290497076023392,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT005","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.0985,0.00869373345101501,0.0144005847953216,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT006","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.152,0.0134157105030891,0.0222222222222222,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT007","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.065,0.00573698146513681,0.00950292397660819,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT010","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.167,0.0147396293027361,0.0244152046783626,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT011","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.17,0.0150044130626655,0.0248538011695906,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT015","Kitete                                     ","Kibaoni                           ","BUNZI JEKUNDU","FP","F/practice",1.165,0.102824360105914,0.170321637426901,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT016","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.075,0.00661959399823477,0.0109649122807018,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT017","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.1203,0.0106178287731686,0.0175877192982456,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",30,"KTT018","Kitete                                     ","Madukani                          ","BUNZI JEKUNDU","FP","F/practice",0.0825,0.00728155339805825,0.0120614035087719,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT022","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.143,0.012621359223301,0.020906432748538,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT023","Kitete                                     ","Kibaoni                           ","STAHA","FP","F/practice",0.18,0.0158870255957635,0.0263157894736842,NA,1,"Only little manure",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro","ImprVar"
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT024","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",2.211,0.195145631067961,0.323245614035088,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT025","Kitete                                     ","Shuleni                           ","BUNZI JEKUNDU","FP","F/practice",0.1029,0.00908208296557811,0.0150438596491228,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT026","Kitete                                     ","Madukani                          ","BUNZI JEKUNDU","FP","F/practice",1.1445,0.101015004413063,0.167324561403509,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",42,"KTT029","Kitete                                     ","Madukani                          ","BUNZI JEKUNDU","FP","F/practice",2.21,0.195057369814651,0.323099415204678,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT030","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",1.128,0.099558693733451,0.164912280701754,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT031","Kitete                                     ","Yangeyange                        ","BUNZI JEKUNDU","FP","F/practice",0.184,0.0162400706090026,0.0269005847953216,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT032","Kitete                                     ","Kibaoni                           ","BUNZI JEKUNDU","FP","F/practice",0.1784,0.0157458075904678,0.0260818713450292,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",46,"KTT034","Kitete                                     ","Madukani                          ","BUNZI JEKUNDU","FP","F/practice",0.0956,0.00843777581641659,0.0139766081871345,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT035","Kitete                                     ","Umakwani                          ","BUNZI JEKUNDU","FP","F/practice",2.2216,0.196081200353045,0.324795321637427,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT036","Kitete                                     ","Shuleni                           ","BUNZI JEKUNDU","FP","F/practice",1.112,0.0981465136804943,0.162573099415205,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT037","Kitete                                     ","Madukani                          ","BUNZI JEKUNDU","FP","F/practice",0.07,0.00617828773168579,0.010233918128655,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT041","Kitete                                     ","Madukani                          ","BUNZI JEKUNDU","FP","F/practice",0.0305,0.00269196822594881,0.00445906432748538,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"KTT042","Kitete                                     ","Mikoroshoni                       ","BUNZI JEKUNDU","FP","F/practice",2.276,0.200882612533098,0.332748538011696,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",55,"MDT001","Madoto                                     ","Mikoroshoni                       ","BUNZI JEKUNDU","FP","F/practice",0.36734693877551,0.0324225012158438,0.0537056928034372,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",56,"MDT002","Madoto                                     ","Magomeni B                        ","BUNZI JEKUNDU","FP","F/practice",0.612244897959184,0.0540375020264063,0.0895094880057286,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",59,"MDT005","Madoto                                     ","CCM                               ","BUNZI JEKUNDU","FP","F/practice",0.300285714285714,0.0265035934938848,0.0439014202172097,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",60,"MDT006","Madoto                                     ","Kongowe                           ","BUNZI JEKUNDU","FP","F/practice",0.612244897959184,0.0540375020264063,0.0895094880057286,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",62,"MDT008","Madoto                                     ","Magomeni A                        ","BUNZI JEKUNDU","FP","F/practice",0.353061224489796,0.031161626168561,0.0516171380833035,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",65,"MDT011","Madoto                                     ","Magomeni A                        ","BUNZI JEKUNDU","FP","F/practice",0.318367346938775,0.0280995010537313,0.0465449337629789,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",66,"MDT012","Madoto                                     ","Madukani B                        ","BUNZI JEKUNDU","FP","F/practice",0.385714285714286,0.034043626276636,0.056390977443609,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",67,"MDT013","Madoto                                     ","Mlunyndeka                        ","BUNZI JEKUNDU","FP","F/practice",0.663265306122449,0.0585406271952735,0.096968612006206,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",68,"MDT014","Madoto                                     ","Magomeni A                        ","BUNZI JEKUNDU","FP","F/practice",0.13,0.0114739629302736,0.0190058479532164,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",69,"MDT015","Madoto                                     ","Ngaya                             ","BUNZI JEKUNDU","FP","F/practice",0.320408163265306,0.028279626060486,0.046843298722998,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",70,"MDT016","Madoto                                     ","Mkunguni                          ","BUNZI JEKUNDU","FP","F/practice",0.167,0.0147396293027361,0.0244152046783626,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",71,"MDT017","Madoto                                     ","Madukani B                        ","BUNZI JEKUNDU","FP","F/practice",0.295918367346939,0.0261181259794297,0.0432629192027688,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",72,"MDT018","Madoto                                     ","Magomeni A                        ","BUNZI JEKUNDU","FP","F/practice",0.163,0.0143865842894969,0.0238304093567251,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",NA,"MDT019","Madoto                                     ","Mlunyndeka                        ","BUNZI JEKUNDU","FP","F/practice",0.359183673469388,0.031702001188825,0.0525122329633608,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",77,"MDT023","Madoto                                     ","ccm                               ","BUNZI JEKUNDU","FP","F/practice",0.335714285714286,0.0296305636111461,0.0490810359231412,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",78,"MDT024","Madoto                                     ","Magomeni A                        ","BUNZI JEKUNDU","FP","F/practice",0.156,0.0137687555163283,0.0228070175438597,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",80,"MDT026","Madoto                                     ","Magomeni B                        ","BUNZI JEKUNDU","FP","F/practice",0.316938775510204,0.027973413549003,0.0463360782909655,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",81,"MDT027","Madoto                                     ","Magomeni A                        ","BUNZI JEKUNDU","FP","F/practice",0.338775510204082,0.0299007511212782,0.0495285833631698,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",83,"MDT029","Madoto                                     ","Madukani B                        ","BUNZI JEKUNDU","FP","F/practice",0.653061224489796,0.0576400021615001,0.0954767872061105,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",86,"MDT032","Madoto                                     ","Magomeni B                        ","BUNZI JEKUNDU","FP","F/practice",0.571428571428572,0.0504350018913126,0.0835421888053467,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",89,"MDT035","Madoto                                     ","CCM                               ","BUNZI JEKUNDU","FP","F/practice",0.176,0.0155339805825243,0.0257309941520468,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",90,"MDT036","Madoto                                     ","Madukani B                        ","BUNZI JEKUNDU","FP","F/practice",0.34,0.030008826125331,0.0497076023391813,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
"Kongwa","Kongwa",2016,"baby trials","babytrials2016",91,"MDT037","Madoto                                     ","Ngaya                             ","BUNZI JEKUNDU","FP","F/practice",0.326530612244898,0.02882000108075,0.0477383936030553,NA,1,"Only little manure",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anthony Kimaro",""
